question,answer,model_answer,id,clean_model_answer,is_correct
مسابقات جام جهانی سال ۱۹۳۸ با حضور چند تیم برگزار شد؟,۱۵ تیم,"<Think>مسابقات جام جهانی فوتبال سال ۱۹۳۸ با حضور ۱۵ تیم برگزار شد.</Think>
<ANSWER>۱۵ تیم</ANSWER>",1606800,۱۵ تیم,True
نظام آموزشی کانادا را شرح دهید.,,"کانادا دارای یک سیستم آموزشی غیر متمرکز است، به این معنی که مسئولیت آموزش بر عهده استان‌ها و قلمروها است. هر استان و قلمرو وزارت آموزش و پرورش خاص خود را دارد که سیاست‌ها، برنامه‌ها و بودجه مدارس را تعیین می‌کند. این موضوع منجر به تفاوت‌هایی در برنامه‌های درسی و روش‌های ارزیابی بین مناطق مختلف می‌شود.

ویژگی‌های اصلی نظام آموزشی کانادا:
*   **غیر متمرکز:** آموزش توسط دولت‌های استانی و قلمرویی اداره می‌شود.
*   **آموزش عمومی رایگان:** آموزش تا پایان مقطع متوسطه (دبیرستان) برای ساکنان رایگان است.
*   **زبان آموزش:** زبان‌های رسمی آموزش انگلیسی و فرانسوی هستند. در برخی مناطق، مدارس دو زبانه یا مدارس مجزا برای هر زبان وجود دارد.
*   **مراحل آموزشی:**
    *   **ابتدایی (Elementary):** معمولاً از مهدکودک یا کلاس اول شروع شده و تا کلاس ششم، هفتم یا هشتم ادامه می‌یابد.
    *   **متوسطه (Secondary):** از کلاس هفتم، هشتم یا نهم شروع شده و تا کلاس دوازدهم ادامه دارد. پس از فارغ‌التحصیلی، دیپلم دبیرستان اعطا می‌شود.
    *   **آموزش عالی (Post-secondary):** شامل دانشگاه‌ها (ارائه دهنده مدارک کارشناسی، کارشناسی ارشد و دکترا)، کالج‌ها و موسسات فنی حرفه‌ای (ارائه دهنده دیپلم‌ها، گواهینامه‌ها و مدارک مرتبط با شغل).
*   **تنوع مدارس:** شامل مدارس دولتی، مدارس کاتولیک (که در برخی استان‌ها تامین مالی عمومی می‌شوند)، و مدارس خصوصی.
*   **تأکید بر کیفیت:** کانادا به دلیل کیفیت بالای آموزش و پرورش و نرخ بالای فارغ‌التحصیلی شناخته شده است.",1639240,"کانادا دارای یک سیستم آموزشی غیر متمرکز است، به این معنی که مسئولیت آموزش بر عهده استان‌ها و قلمروها است. هر استان و قلمرو وزارت آموزش و پرورش خاص خود را دارد که سیاست‌ها، برنامه‌ها و بودجه مدارس را تعیین می‌کند. این موضوع منجر به تفاوت‌هایی در برنامه‌های درسی و روش‌های ارزیابی بین مناطق مختلف می‌شود.

ویژگی‌های اصلی نظام آموزشی کانادا:
*   **غیر متمرکز:** آموزش توسط دولت‌های استانی و قلمرویی اداره می‌شود.
*   **آموزش عمومی رایگان:** آموزش تا پایان مقطع متوسطه (دبیرستان) برای ساکنان رایگان است.
*   **زبان آموزش:** زبان‌های رسمی آموزش انگلیسی و فرانسوی هستند. در برخی مناطق، مدارس دو زبانه یا مدارس مجزا برای هر زبان وجود دارد.
*   **مراحل آموزشی:**
    *   **ابتدایی (Elementary):** معمولاً از مهدکودک یا کلاس اول شروع شده و تا کلاس ششم، هفتم یا هشتم ادامه می‌یابد.
    *   **متوسطه (Secondary):** از کلاس هفتم، هشتم یا نهم شروع شده و تا کلاس دوازدهم ادامه دارد. پس از فارغ‌التحصیلی، دیپلم دبیرستان اعطا می‌شود.
    *   **آموزش عالی (Post-secondary):** شامل دانشگاه‌ها (ارائه دهنده مدارک کارشناسی، کارشناسی ارشد و دکترا)، کالج‌ها و موسسات فنی حرفه‌ای (ارائه دهنده دیپلم‌ها، گواهینامه‌ها و مدارک مرتبط با شغل).
*   **تنوع مدارس:** شامل مدارس دولتی، مدارس کاتولیک (که در برخی استان‌ها تامین مالی عمومی می‌شوند)، و مدارس خصوصی.
*   **تأکید بر کیفیت:** کانادا به دلیل کیفیت بالای آموزش و پرورش و نرخ بالای فارغ‌التحصیلی شناخته شده است.",False
یکی از سرویس‌های ارتباطی مهم در دسترس بر روی اینترنت را نام ببرید؟,پست الکترونیک,<ANSWER>ایمیل</ANSWER>,1619603,ایمیل,True
مشهورترین خوراکی استان گیلان از نظرجهانگردان چیست؟,,پلو کباب گیلانی,1610205,پلو کباب گیلانی,False
در سال 652 هجری در گیلان شهر چگونه شکل می‌گرفت؟,با جمع شدن مردم به‌طور موقت در یک روز و تشکیل بازار یا «گوراب» که از همان انبوهه و گروه گرفته شده بود شکل می‌گرفت,"<Think>اطلاعاتی در مورد چگونگی شکل‌گیری شهرها در گیلان به طور خاص در سال ۶۵۲ هجری در دسترس نیست.</Think>
<ANSWER>این اطلاعات در دسترس نیست.</ANSWER>",1610257,این اطلاعات در دسترس نیست.,False
دلیل تأثیر منفی ارتفاع زیاد چیست؟,رقیق شدن سریع اکسیژن روی انسان,کاهش فشار جزئی اکسیژن در هوا,1625317,کاهش فشار جزئی اکسیژن در هوا,False
چه کسانی مدت‌ها منبع محبوبی برای بریک بودند؟,جیمز براون، باب جیمز، و پارلیامنت,دی‌جی‌ها,1617019,دی‌جی‌ها,False
رضاشاه در جوانی به نام ناحیه‌ای که از آن برخاسته بود نامیده می‌شد، آن نام چیست؟,رضا سوادکوهی,رضا سوادکوهی,1637219,رضا سوادکوهی,True
دونالد ترامپ چندمین رئیس جمهور آمریکا بود؟,,۴۵امین رئیس جمهور آمریکا بود.,1635466,۴۵امین رئیس جمهور آمریکا بود.,False
شهر رم در کدام کشور است؟,ایتالیا,ایتالیا,1630276,ایتالیا,True
کدام مورخان نگاه سنتی در برابر روش گردآوری قرآن را رد کرده‌اند؟,مایکل کووک و پاتریکا کرون,"<Think>برخی از مورخان مانند جان وانسبرو، مایکل کوک، و پاتریشیا کرون، دیدگاه سنتی در مورد گردآوری قرآن را به چالش کشیده‌اند. آن‌ها نظریات جایگزین را مطرح کرده‌اند که با روایت‌های مرسوم تفاوت دارد.</Think>
<ANSWER>جان وانسبرو، مایکل کوک و پاتریشیا کرون</ANSWER>",1601283,جان وانسبرو، مایکل کوک و پاتریشیا کرون,False
نقاشی‌ بازدید ناصرالدین شاه از کشور روسیه در سال ۱۸۷۳ م (۱۲۹۰ ه‍.ق)  که شاه را سوار بر اسب در کنار الکساندر دوم امپراتور وقت روسیه می‌نمایاند در کدام موزه نگهداری می‌شود؟,موزهٔ ارمیتاژ روسیه,<ANSWER>مجموعه کاخ گلستان</ANSWER>,1608577,مجموعه کاخ گلستان,False
کدام‌یک از پادشاهان به آئین بودا معتقد بودند؟,,آشوکا,1622785,آشوکا,False
شنا کردن را تعریف کنید.,شناکردن عبارت است از حرکات منظم دست‌ها و پاها و به‌طور کلی بدن که امکان پیشروی موجودات زنده در آب را ممکن می‌سازد.,حرکت کردن از طریق آب با استفاده از اندام‌های بدن.,1645294,حرکت کردن از طریق آب با استفاده از اندام‌های بدن.,False
چه کسی اولین تئاتر زنان ایرانی را راه اندازی کرد؟,امیر سعادت,"<Think>اولین تئاتر زنان ایرانی توسط مهین اسکویی، کارگردان و بازیگر تئاتر، راه‌اندازی شد. او گروه تئاتر آناهیتا را تأسیس کرد که به زنان اختصاص داشت.</Think>
<ANSWER>مهین اسکویی</ANSWER>",1647419,مهین اسکویی,False
مایکل سندی‌ووجیس در سال ۱۶۰۴ چه ماده ای را شرح داد؟,ماده موجود در هوا,مایکل سندی‌ووجیس در سال ۱۶۰۴ ماده‌ای به نام «سول فلاسفه» را شرح داد که آن را با جیوه مرتبط می‌دانست.,1624404,مایکل سندی‌ووجیس در سال ۱۶۰۴ ماده‌ای به نام «سول فلاسفه» را شرح داد که آن را با جیوه مرتبط می‌دانست.,False
